title,combined_text,release_year,voting
Chasing Amy,"Comedy Drama Romancenewjersey comingout loveofone'slife bisexuality menageatrois comicbook comic-stripartist independentfilm lesbian bestfriendH o l d e n   a n d   B a n k y   a r e   c o m i c   b o o k   a r t i s t s .   E v e r y t h i n g   i s   g o i n g   g o o d   f o r   t h e m   u n t i l   t h e y   m e e t   A l y s s a ,   a l s o   a   c o m i c   b o o k   a r t i s t .   H o l d e n   f a l l s   f o r   h e r ,   b u t   h i s   h o p e s   a r e   c r u s h e d   w h e n   h e   f i n d s   o u t   s h e ' s   a   l e s b i a n . 1997",1997,6.7
Like Crazy,"Drama Romancechair customs studentvisa parents bloggerA   B r i t i s h   c o l l e g e   s t u d e n t   f a l l s   f o r   a n   A m e r i c a n   s t u d e n t ,   o n l y   t o   b e   s e p a r a t e d   f r o m   h i m   w h e n   s h e ' s   b a n n e d   f r o m   t h e   U . S .   a f t e r   o v e r s t a y i n g   h e r   v i s a . 2011",2011,6.4
The Canyons,"Thriller Dramasex adultery jealousy nudity seduction control liar hollywood fear threesome possessiveness psychotherapy filmindustry snooping mindgames affair trustfundbabyT h e   d i s c o v e r y   o f   a n   i l l i c i t   l o v e   a f f a i r   l e a d s   t w o   y o u n g   A n g e l e n o s   o n   a   v i o l e n t ,   s e x u a l l y   c h a r g e d   t o u r   t h r o u g h   t h e   d a r k   s i d e   o f   h u m a n   n a t u r e . 2013",2013,4.1
On the Outs,"Dramaprison drugdealer singlemother teenagepregnancy womandirector dominicanF o l l o w s   t h e   c h o i c e s   m a d e   b y   t h r e e   y o u n g   w o m e n   -   o n e   a   d r u g   d e a l e r ,   o n e   a n   a d d i c t ,   o n e   a   p r e g n a n t   t e e n   -   i n   J e r s e y   C i t y . 2004",2004,5.9
Shotgun Stories,"Drama Thrillerbrotherbrotherrelationship lossoffather arkansasS h o t g u n   S t o r i e s   t r a c k s   a   f e u d   t h a t   e r u p t s   b e t w e e n   t w o   s e t s   o f   h a l f   b r o t h e r s   f o l l o w i n g   t h e   d e a t h   o f   t h e i r   f a t h e r .   S e t   a g a i n s t   t h e   c o t t o n   f i e l d s   a n d   b a c k   r o a d s   o f   S o u t h e a s t   A r k a n s a s ,   t h e s e   b r o t h e r s   d i s c o v e r   t h e   l e n g t h s   t o   w h i c h   e a c h   w i l l   g o   t o   p r o t e c t   t h e i r   f a m i l y . 2007",2007,6.9
Exam,Thriller Mysterygun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation pandemic rulesT h e   f i n a l   c a n d i d a t e s   f o r   a   h i g h l y   d e s i r a b l e   c o r p o r a t e   j o b   a r e   l o c k e d   t o g e t h e r   i n   a n   e x a m   r o o m   a n d   g i v e n   a   t e s t   s o   s i m p l e   a n d   c o n f u s i n g   t h a t   t e n s i o n   b e g i n s   t o   u n r a v e l . 2009,2009,6.6
The Christmas Bunny,"Drama FamilyT h e   C h r i s t m a s   B u n n y   t e l l s   t h e   s t o r y   o f   a   l o n e l y   f o s t e r   c h i l d   ( S o p h i e   B o l e n )   w h o   f i n d s   a   l o s t ,   i n j u r e d   r a b b i t   i n   t h e   w o o d s   o n   C h r i s t m a s   E v e .   T h e   r a b b i t   i s   n u r s e d   b a c k   t o   h e a l t h   b y   T h e   B u n n y   L a d y   ( F l o r e n c e   H e n d e r s o n ) ,   w h o   r u n s   a   r a b b i t   r e s c u e   i n   a n   o l d   b a r n   b e h i n d   h e r   M i c h i g a n   f a r m h o u s e . 2010",2010,5.7
Bronson,"Drama Action Crimeprison isolationA   y o u n g   m a n   w h o   w a s   s e n t e n c e d   t o   7   y e a r s   i n   p r i s o n   f o r   r o b b i n g   a   p o s t   o f f i c e   e n d s   u p   s p e n d i n g   3 0   y e a r s   i n   s o l i t a r y   c o n f i n e m e n t .   D u r i n g   t h i s   t i m e ,   h i s   o w n   p e r s o n a l i t y   i s   s u p p l a n t e d   b y   h i s   a l t e r   e g o ,   C h a r l e s   B r o n s o n . 2008",2008,6.9
Burn,"Foreign Documentarymichigan crisis firefighting detroit womandirectorA   c h a r a c t e r - d r i v e n ,   a c t i o n - p a c k e d   d o c u m e n t a r y   a b o u t   D e t r o i t ,   t o l d   t h r o u g h   t h e   e y e s   o f   t h e   D e t r o i t   f i r e f i g h t e r s ,   t h e   m e n   a n d   w o m e n   c h a r g e d   w i t h   t h e   t h a n k l e s s   t a s k   o f   s a v i n g   a   c i t y   t h a t   m a n y   h a v e   w r i t t e n   o f f   a s   d e a d . 2012",2012,6.9
The Grace Card,"Dramafamily'sdailylife bible platoniclove hope churchservice deathofafriend policeeverydaylifeE v e r y t h i n g   c a n   c h a n g e   i n   a n   i n s t a n t   . . .   a n d   t a k e   a   l i f e t i m e   t o   u n r a v e l .   W h e n   M a c   M c D o n a l d   l o s e s   h i s   s o n   i n   a n   a c c i d e n t ,   t h e   e n s u i n g   1 7   y e a r s   o f   b i t t e r n e s s   a n d   p a i n   e r o d e s   h i s   l o v e   f o r   h i s   f a m i l y   a n d   l e a v e s   h i m   a n g r y   w i t h   G o d   . . .   a n d   j u s t   a b o u t   e v e r y o n e   e l s e .   M a c ' s   r a g e   s t o n e w a l l s   h i s   c a r e e r   i n   t h e   p o l i c e   d e p a r t m e n t   a n d   m a k e s   f o r   a   c o m b u s t i b l e   s i t u a t i o n   w h e n   h e ' s   p a r t n e r e d   w i t h   S a m   W r i g h t ,   a   r i s i n g   s t a r   o n   t h e   f o r c e   w h o   h a p p e n s   t o   b e   a   p a r t - t i m e   p a s t o r   a n d   a   l o v i n g   f a m i l y   m a n .   C a n   t h e y   s o m e h o w   j o i n   f o r c e s   t o   h e l p   o n e   a n o t h e r   w h e n   i t ' s   i m p o s s i b l e   f o r   e i t h e r   o f   t h e m   t o   l o o k   p a s t   t h e i r   d i f f e r e n c e s - e s p e c i a l l y   t h e   m o s t   o b v i o u s   o n e ?   E v e r y   d a y ,   w e   h a v e   t h e   o p p o r t u n i t y   t o   r e b u i l d   r e l a t i o n s h i p s   a n d   h e a l   d e e p   w o u n d s   b y   e x t e n d i n g   a n d   r e c e i v i n g   G o d ' s   g r a c e .   O f f e r   T H E   G R A C E   C A R D   . . .   a n d   n e v e r   u n d e r e s t i m a t e   t h e   p o w e r   o f   G o d ' s   l o v e . 2011",2011,6.5
Good Dick,"Comedy Drama Romancesexuality roommate misfit independentfilm relationship womandirectorA   f i d g e t y ,   w i s e c r a c k i n g   v i d e o   s t o r e   c l e r k   d e v e l o p s   a   f i x a t i o n   o n   a   p a r t i c u l a r l y   r e c l u s i v e   c u s t o m e r ,   a   f r e q u e n t   v i s i t o r   t o   t h e   p o r n o g r a p h y   s e c t i o n   o f   C i n e f i l e ,   t h e   v i d e o   s t o r e   w h e r e   h e   w o r k s   i n   L o s   A n g e l e s .   A f t e r   m u l t i p l e   f a i l u r e s   t o   i m p r e s s   h e r   d u r i n g   t h e i r   b r i e f   d a i l y   t r a n s a c t i o n s ,   h e   f i n d s   h e r   s t r e e t   a d d r e s s   i n   t h e   s t o r e ' s   d a t a b a s e ,   d r i v e s   t o   h e r   a p a r t m e n t   b u i l d i n g   a n d   i n i t i a t e s   a n   u n c o n v e n t i o n a l   c a m p a i g n   t o   w i n   h e r   a f f e c t i o n s . 2008",2008,6.1
The Man from Earth,"ScienceFiction Dramaphilosophy secret birthday professor psychology bible time legend immortality history survival prehistoric memory anthropology religion church science cavemenA n   i m p r o m p t u   g o o d b y e   p a r t y   f o r   P r o f e s s o r   J o h n   O l d m a n   b e c o m e s   a   m y s t e r i o u s   i n t e r r o g a t i o n   a f t e r   t h e   r e t i r i n g   s c h o l a r   r e v e a l s   t o   h i s   c o l l e a g u e s   h e   n e v e r   a g e s   a n d   h a s   w a l k e d   t h e   e a r t h   f o r   1 4 , 0 0 0   y e a r s . 2007",2007,7.7
Children of Heaven,"Drama Comedy Familybrothersisterrelationship class footraceZ o h r e ' s   s h o e s   a r e   g o n e ;   h e r   o l d e r   b r o t h e r   A l i   l o s t   t h e m .   T h e y   a r e   p o o r ,   t h e r e   a r e   n o   s h o e s   f o r   Z o h r e   u n t i l   t h e y   c o m e   u p   w i t h   a n   i d e a :   t h e y   w i l l   s h a r e   o n e   p a i r   o f   s h o e s ,   A l i ' s .   S c h o o l   a w a i t s . . . 1997",1997,7.8
Weekend,"Drama Romancegay greatbritain one-nightstand independentfilm gayrelationshipA f t e r   a   d r u n k e n   h o u s e   p a r t y   w i t h   h i s   s t r a i g h t   m a t e s ,   R u s s e l l   h e a d s   o u t   t o   a   g a y   c l u b .   J u s t   b e f o r e   c l o s i n g   t i m e   h e   p i c k s   u p   G l e n   b u t   w h a t ' s   e x p e c t e d   t o   b e   j u s t   a   o n e - n i g h t   s t a n d   b e c o m e s   s o m e t h i n g   e l s e ,   s o m e t h i n g   s p e c i a l . 2011",2011,7.4
Sweet Sweetback's Baadasssss Song,"Action Drama Romancemexico blackpeople pimp antihero blackpanthers blackpanther blaxploitation unsimulatedsex losangelesA f t e r   s a v i n g   a   B l a c k   P a n t h e r   f r o m   s o m e   r a c i s t   c o p s ,   a   b l a c k   m a l e   p r o s t i t u t e   g o e s   o n   t h e   r u n   f r o m   "" t h e   m a n ""   w i t h   t h e   h e l p   o f   t h e   g h e t t o   c o m m u n i t y   a n d   s o m e   d i s i l l u s i o n e d   H e l l s   A n g e l s . 1971",1971,4.6
Once,"Drama Music Romancerockandroll pop irland musicstyle loveofone'slife fascination musiclover song lovers dublin tomakemusic music musicinstrument tenderness pianist lovesickness musicbandA   v a c u u m   r e p a i r m a n   m o o n l i g h t s   a s   a   s t r e e t   m u s i c i a n   a n d   h o p e s   f o r   h i s   b i g   b r e a k .   O n e   d a y   a   C z e c h   i m m i g r a n t ,   w h o   e a r n s   a   l i v i n g   s e l l i n g   f l o w e r s ,   a p p r o a c h e s   h i m   w i t h   t h e   n e w s   t h a t   s h e   i s   a l s o   a n   a s p i r i n g   s i n g e r - s o n g w r i t e r .   T h e   p a i r   d e c i d e   t o   c o l l a b o r a t e ,   a n d   t h e   s o n g s   t h a t   t h e y   c o m p o s e   r e f l e c t   t h e   s t o r y   o f   t h e i r   b l o s s o m i n g   l o v e . 2007",2007,7.3
Aroused,"Documentarypornography interview biography photography pornostar fashion womandirectorG e t   u p   c l o s e   a n d   p e r s o n a l   w i t h   1 6   o f   t h e   m o s t   s u c c e s s f u l   w o m e n   i n   t h e   a d u l t   f i l m   i n d u s t r y   a s   t h e y   s h e d   t h e i r   c l o t h e s   f o r   a n   i n t i m a t e   p h o t o   s h o o t   w i t h   d i r e c t o r   D e b o r a h   A n d e r s o n .   A s   q u e s t i o n s   a r e   a s k e d ,   p e r s o n a l   s t o r i e s   a b o u t   t h e i r   l i v e s   a r e   r e v e a l e d ,   f r o m   w h y   t h e y   c h o s e   t h e   b u s i n e s s   o f   s e x   t o   h o w   t h e y   g o t   i n t o   i t   i n   t h e   f i r s t   p l a c e .   T h e s e   p o r n   s t a r s   h a v e   a l w a y s   b e e n   d i s c r e e t   a b o u t   t h e i r   p r i v a t e   l i v e s   i n   t h e   p a s t ,   y e t   A n d e r s o n   h a s   a   w a y   o f   o p e n i n g   u p   a   d i a l o g   a l l o w i n g   t h e m   t o   s h a r e   m o r e   t h a n   j u s t   t h e i r   n a k e d   s k i n   o n   s c r e e n .   T h e i r   t r u e   i n n e r   v u l n e r a b i l i t y   i s   t o u c h i n g ,   y e t   t h e   c h a r a c t e r s   t h e y   h a v e   c r e a t e d   a r e   c o n f i d e n t   a n d   i n t o x i c a t i n g .   O n c e   y o u   h e a r   t h e i r   s t o r i e s ,   y o u ' l l   n e v e r   l o o k   a t   t h e m   i n   t h e   s a m e   w a y   a g a i n . 2013",2013,7.2
Your Sister's Sister,"Drama Comedysistersisterrelationship secret romance cottage relationship mumblecore womandirectorI r i s   i n v i t e s   h e r   f r i e n d   J a c k   t o   s t a y   a t   h e r   f a m i l y ' s   i s l a n d   g e t a w a y   a f t e r   t h e   d e a t h   o f   h i s   b r o t h e r .   A t   t h e i r   r e m o t e   c a b i n ,   J a c k ' s   d r u n k e n   e n c o u n t e r   w i t h   H a n n a h ,   I r i s '   s i s t e r ,   k i c k s   o f f   a   r e v e a l i n g   s t r e t c h   o f   d a y s . 2011",2011,6.5
A Dog's Breakfast,"ComedyindependentfilmI f   y o u ' v e   n e v e r   b e e n   g o o d   a t   a n y t h i n g   i n   y o u r   l i f e ,   w h y   w o u l d   m u r d e r   b e   a n y   d i f f e r e n t ?   P a t r i c k   ( D a v i d   H e w l e t t )   h a s   a l w a y s   h a d   a   s o m e w h a t   c o m b a t i v e   r e l a t i o n s h i p   w i t h   h i s   l i t t l e   s i s t e r   M a r i l y n   ( K a t e   H e w l e t t ) ,   b u t   w h e n   s h e   b r i n g s   h o m e   h e r   n e w   s c i - f i   s o a p   s t a r   f i a n c é   R y a n   ( P a u l   M c G i l l i o n ) ,   i t ' s   a l l   o u t   w a r .   W h e n   P a t r i c k   f a i l s   t o   d r i v e   a   w e d g e   b e t w e e n   t h e   h a p p y   c o u p l e ,   h e   r e a c h e s   f o r   s h a r p e r   i n s t r u m e n t s . 2007",2007,5.9
The Birth of a Nation,"DramaslaveryN a t   T u r n e r ,   a   f o r m e r   s l a v e   i n   A m e r i c a ,   l e a d s   a   l i b e r a t i o n   m o v e m e n t   i n   1 8 3 1   t o   f r e e   A f r i c a n - A m e r i c a n s   i n   V i r g i n a   t h a t   r e s u l t s   i n   a   v i o l e n t   r e t a l i a t i o n   f r o m   w h i t e s . 2016",2016,6.5
Facing the Giants,Dramachristian sport aftercreditsstingerA   l o s i n g   c o a c h   w i t h   a n   u n d e r d o g   f o o t b a l l   t e a m   f a c e s   t h e i r   g i a n t s   o f   f e a r   a n d   f a i l u r e   o n   a n d   o f f   t h e   f i e l d   t o   s u r p r i s i n g   r e s u l t s . 2006,2006,6.6
The Gallows,"Horror Thrillergallows highschool tragedy hanging foundfootage stageproduction2 0   y e a r s   a f t e r   a   h o r r i f i c   a c c i d e n t   d u r i n g   a   s m a l l   t o w n   s c h o o l   p l a y ,   s t u d e n t s   a t   t h e   s c h o o l   r e s u r r e c t   t h e   f a i l e d   s h o w   i n   a   m i s g u i d e d   a t t e m p t   t o   h o n o r   t h e   a n n i v e r s a r y   o f   t h e   t r a g e d y   -   b u t   s o o n   d i s c o v e r   t h a t   s o m e   t h i n g s   a r e   b e t t e r   l e f t   a l o n e . 2015",2015,4.9
Pi,Mystery Drama Thrillerhacker mathematician helix headache chaostheory migraine mathematics insanity geniusT h e   d e b u t   f i l m   f r o m   D a r r e n   A r o n o f s k y   i n   w h i c h   a   m a t h e m a t i c a l   g e n i u s   M a x i m i l i a n   C o h e n   d i s c o v e r s   a   l i n k   i n   t h e   c o n n e c t i o n   b e t w e e n   n u m b e r s   a n d   r e a l i t y   a n d   t h u s   b e l i e v e s   h e   c a n   p r e d i c t   t h e   f u t u r e . 1998,1998,7.1
Tiger Orange,"Dramagay lgbtI n   t h e   s m a l l   C e n t r a l   C a l i f o r n i a   t o w n   w h e r e   t h e y   g r e w   u p ,   t w o   e s t r a n g e d   g a y   b r o t h e r s   s t r u g g l e   t o   r e c o n n e c t   a f t e r   t h e   r e c e n t   d e a t h   o f   t h e i r   f a t h e r . 2014",2014,6.4
Tiny Furniture,"Romance Comedy Dramasistersisterrelationship malefemalerelationship motherdaughterrelationship youtube womandirectorA f t e r   g r a d u a t i n g   f r o m   f i l m   s c h o o l ,   A u r a   r e t u r n s   t o   N e w   Y o r k   t o   l i v e   w i t h   h e r   p h o t o g r a p h e r   m o t h e r ,   S i r i ,   a n d   h e r   s i s t e r ,   N a d i n e ,   w h o   h a s   j u s t   f i n i s h e d   h i g h   s c h o o l .   A u r a   i s   d i r e c t i o n l e s s   a n d   w o n d e r s   w h e r e   t o   g o   n e x t   i n   h e r   c a r e e r   a n d   h e r   l i f e .   S h e   t a k e s   a   j o b   i n   a   r e s t a u r a n t   a n d   t r i e s   u n s u c c e s s f u l l y   t o   d e v e l o p   r e l a t i o n s h i p s   w i t h   m e n ,   i n c l u d i n g   K e i t h ,   a   c h e f   w h e r e   s h e   w o r k s ,   a n d   c u l t   I n t e r n e t   s t a r   J e d . 2010",2010,5.6
Bending Steel,"DocumentaryT h e   C y c l o n e ,   T h e   F r e a k s h o w ,   T h e   M e r m a i d   P a r a d e :   a l l   C o n e y   I s l a n d   i c o n s .   B u t   C h r i s   “ W o n d e r ”   S c h o e c k   h a s   a l w a y s   p r e f e r r e d   t h e   C o n e y   I s l a n d   S t r o n g m a n .   B e n d i n g   S t e e l   f o l l o w s   t h e   s w e e t ,   u n a s s u m i n g   S c h o e c k   a s   h e   p a r l a y s   h i s   e x t r a o r d i n a r y   s t r e n g t h   i n t o   t h e   p u r s u i t   o f   h i s   l i f e l o n g   d r e a m .   T r a i n i n g   w i t h   a n   e l i t e   g r o u p   o f   m e n   w h o s e   h a n d s   b e n d ,   d r a g ,   t w i s t   a n d   s h r e d   m e t a l ,   h e   t a c k l e s   a n   e n o r m o u s   p h y s i c a l   a n d   m e n t a l   c h a l l e n g e ,   t a k i n g   a   s u r p r i s i n g l y   e m o t i o n a l   j o u r n e y   a s   a   r e s u l t . 2013",2013,5.0
The Signal,"Thriller ScienceFictionhacker supernaturalpowers roadtrip independentfilm superpower boyfriendgirlfriendrelationship secretlaboratoryT h r e e   c o l l e g e   s t u d e n t s   o n   a   r o a d   t r i p   a c r o s s   t h e   S o u t h w e s t   e x p e r i e n c e   a   d e t o u r   –   t h e   t r a c k i n g   o f   a   c o m p u t e r   g e n i u s   w h o   h a s   a l r e a d y   h a c k e d   i n t o   M I T   a n d   e x p o s e d   s e c u r i t y   f a u l t s .   W h e n   t h e   t r i o   f i n d   t h e m s e l v e s   d r a w n   t o   a n   e e r i l y   i s o l a t e d   a r e a ,   s u d d e n l y   e v e r y t h i n g   g o e s   d a r k .   W h e n   o n e   o f   t h e   s t u d e n t s   r e g a i n s   c o n s c i o u s n e s s ,   h e   f i n d s   h i m s e l f   i n   a   w a k i n g   n i g h t m a r e . 2014",2014,5.8
